input,label
"@user This so call journalist at msnbc are so out of touch with the real voter and Trump supporters. If you watch them, no Latino or Hispanic support Trump. Im from Puerto Rico and I supported Trump since he was a candidate. And I dont support illegal immigration. #BuildThatWall ",0
@user BITCH I LOVE YOU WITH MY WHOLE HEART UR MY FAVE PERSON EVER THANK U ❤️ ,0
the mobile app keeps asking for me to put in the password for @user BITCH THAT ACCUNT DOESNT EXIST ,0
I'll never call a bitch my bestfriend you hoes switch up to much . ,0
"So now Twitter bans the term #IllegalAliens after its CEO lied to our Congress and told them they dont do politics, yeah right ",0
BITCH. YUGYEOM IS A WHOLE DAMN LEGEND ,0
"Karma a bitch y'all, ion fw that hoe ",0
@user The cowards are the corrupt establishment. Trump and the American working class will win over the D.C. establishment. #MAGA #Kavanaugh #walkaway #burtreynolds #BuildThatWall @user @user @user @user @user @user @user ,0
As posted on Facebook by Phantom Tactical. #ICE #IllegalAliens #MAGA #2ndAmendment ,0
@user @user @user a bot can dream! #Trumpbots #BuildThatWall 358 ,0
"Ol' Mitch, Trump's little bitch looks forlorn. The two assholes behind him are laughing at him! Tough time working… ",0
@user God forbid we use the actual legal term instead of made up PC terms the left try to shove down our throats. #IllegalAliens ,0
Look at me bitch I got everything you hoes want ,0
i'm still not over this lmao i love this bitch w my whole heart she's my world ,0
"SF Transit Center park open barely a month and path already falling apartWhen you hire #IllegalAliens to work for you, what do you expect?Cheap wages, cheap labor. ",0
"Bitch, fuck you. — Lmaoooo f u too hoe ",0
@user @user @user @user @user I am so sick of liberals . Please educate your family and prevent them for voting democrat . #ProtectFreeSpeach #FreeInfowar #SaveAmericaFromLiberals #VoteRepublicanAndSaveAmerica #BanSanctuaryCities #StopTheInvasion #BuiltTheWall ,0
you get to asking hoes question they start laughing bitch turn yo goofy down ,0
Promises Made Promises KeptThank you for keeping your promises#FundTheWall #BuildtheWall #HomelessVeterans#IllegalImmigrants #MAGA #KAG @user Letters available here I'll even send you a copy for a keepsake ,0
"@user TAR & FEATHER THE NO GOOD SON OF A BITCH, GRANDSON OF A WHOREHOUSE PIMP & SON OF A KKK NUT! MAKE S… ",0
"@user They go back for holidays, they get sent back there to Schools.So #SendThemBack. ",0
Fuck whoever drank 2 of my teas. Fuck you. And your fucking family. And I wish bad juju karma on you. Because you're a mf cunt waffle. ,0
"@user What a hateful, spiteful, self-righteous, self-absorbed filthy cunt of a man! Karma's a real bitch,… ",0
Westminster terror attack suspect named as 'Sudanese Rapefugee who drove around London looking for targets' before driving car into cyclists ,0
YOU BEAUTIFUL   YOU VALUED BITCH  YOU ARE A SPECIAL TREASURE AMONGST MANY KINGS HOE  YOUR WORTH IS IMMEASURABLE BY ANY EARTHLY UNIT    NIGGA ,0
@user @user #IllegalAliens is hate speech?? Lololol wow ,0
@user @user Just heard TRUMP was renewed for a second season. The ratings are through the roof! #TrumpTrain #RedWave #MAGA #BuildThatWall #AmericaFirst ,0
@user @user @user @user @user @user @user @user (.) @user Liberal Logic It was good when Clinton wanted a wall-#WakeUpSnowFlakes #BuildThatWall #MakeAmericaSafeAgain#MAGA ,0
"@user Eric, you are so correct. But Dems/libs/progressives DO NOT CARE about the economThey care about POWER. #POTUS success is IN THE WAY of Dem power; so #Trump is their target. #MAGA #KAG #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #Border ",0
"I support ICE, thats why Ill be voting Republican come November. #BuildThatWall #VoterRed2018 ",0
@user @user and @user are a huge part of the swamp. Ran by a cesspool of liberal Democrats. #LiberalismIsAMentalDisorder #walkaway Traitors to the real America. #Trump2020 #MAGA #AmericaFirst #RedRage #DrainTheSwamp #BuildTheWall #SendThemBack #BoycottHollywood #BoycottTheNFL ,0
@user @user Hoe you down bad & you crazyyyyyy!!!! Ion think they hear y'all bitch !!!!😂😂😂 ,0
My mom said when I did she call dibs on my shoes bitch why you thinking about your child's death tf 😂😭 ,0
@user @user Bob is a lying Socialist liberal Democrat party media talking head #RedWaveLandslide @user #RedWaveRising2018 #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem ,0
"Why don't you sound Mexican? Because I learned English from the street bitch, straight out of Hope Arkansas hoe! .. anymore questions ☺️ ",0
The Bruce Elliott Show #Live from the @user Conference in DC!Former @user Director Tom Homan at 10AMAngel Mom Mary Ann Mendoza at 11:15AMJessica Vaugh from the Center for Immigration Control at 11:30AM and more! #BuildThatWall #WednesdayMotivation @user ,0
RT. #PresidentTrump This Election Is A Choice Between:Democrats Who Want To #AbolishICE Republicans Who Want To #AbolishMS13 Democrats Want #OpenBorders #SanctuaryCities#TaxIncreasesRepublicans Want#WallOfProtection#NoDACA#NoIllegalSanctuaries ,0
your home boy your block that you're from boo boo lil hoes you went to school with boo boo bby mama & your new bitch boo boo ,0
"If the shoe fits, feel free to lace that bitch up and wear it 👠 ",0
Support Other Patriots => Follow All => Retweet=> Follow Back Who Follow You#KAG #KAG2020 #MAGA #MAGA2KAG #Cconservative #Libertarian #NRA #2A #CCOT #DrainTheSwamp #DeportThemALL #LocKThemALLup #BuildTheWall #ProLIFE #VoterID #TermLimits #WalkAwayFromDemocrats #Trump ,0
Support Border Patrol Agents and ICE Agents !They are the unsung #Heroes standing between IMMIGRATION LAW and Order and chaos.The Democrats DESPISE and HATE and REJECT CURRENT USA IMMIGRATION LAWS with the same passion as Antifa etc.#BuildThatWall #MAGA #KAG #RedWaveRising ,0
"Possibly because @user is a whoring son-of-a-bitch,ya see he's a POLICY guy & an ASSHOLE  And,his time in CON… ",0
Love that u used WOMEN instead of bitch. ,0
@user bitch have you read The Order of The Phoenix?! ,0
theres nothing more i hate than joffery. cunt lookin ass bitch ,0
Steve Bannon movieTrump at War #MAGA #kag #1A #2A #WAlkaway #DrainTheDeepState #911Day #PatriotDay #TuesdayThoughts #911Neverforget #hitraffic #qanon #IllegalAliens #PatriotsUnited #RedNovember #Bannon ,0
Every bitch got a rainbow in her bio or by her name so all you hoes gay now or is it a wave y'all on ,0
9 what a stupid fucking thing for you to do last night! #Hypocrites #assholes yes #travelban #nodaca absolutely worst community there is just haters & scoffers! #Bayarea #tech hypocrites what you did was also discrimination! ,0
@user @user YES. IT WAS OBAMA. WE CAN WITNESS #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA ,0
I really need to stick to the whole gluten free thing.. celiacs a bitch ,0
I feel like a whole new bitch whenever I paint my nails white lol ,0
I'm so damn happy I ain't gotta dress up tomorrow I'm not a heels everyday type of bitch😩 sweats n gym shoes is my forte😂 ,0
@user nah I'm not gonna call you that  that's for whores     you just my bitch ;) ,0
all imma say was harry was a cunt and I wanted his bitch ass to die ,0
#IllegalImmigration #VoterFraud coming up#BuildThatWall @user @user @user ,0
When you wear Olympic weightlifting shoes for squats but still can't hit depth. lol. You bitch ,0
Hoowww did youuu get here?! Bitch I caught the bus hoe! 😭💀 ,0
BITCH MINSEOK CENTER IS SO DAMN BEAUTIFUL A WHOLE MAIN DANCER ,0
"OMG LAST RETWEET I DIER AT ""GRAPE"" LIKE BITCH WTF I JUST WANT A NICE SWEATSHIRT AINT NO FRUIT IN THIS BITCH ",0
If you're a man and you're shoe size anything under a 10 yous a bitch ,0
Karma is a fat bitch!!! #asshole #shoutouttomyex ,0
"@user @user We must remain united & keep our voices heard for 2018 & especially 2020! I mean, just look at the ticket! I follow back all followers! Thanks y'all!#MAGA #KAG2018 #KAG2020 #Veteran #AmericaFirst #NoAmnesty #NoDACA #BuildThatWall #2AShallNotBeInfringed ",0
"Cause when we all link and I'm drunk, Ima whole new bitch 😂 ",0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Are you asking me if my statement on #IllegalAliens was a generalized statement @user ? If your question is to me, yes, it was generalized,, I did not mean to profile ALL to be the same, but I think MANY illegals work the fields for plantations & are exploited doing so ",0
@user bitch you the one that said you wanted to play ,0
@user I'm a basic bitch what can I say ,0
I'm about to bitch slap bro so he know he's a hoe ,0
@user @user Thank you president Trump. Keeping his promise to farmers. #ConfirmJudgeKavanaugh keep #MAGA #BuildThatWall thanks to all that support Trump and his supporters. ,0
"@user Katie, they are classless desperate people vying for the Dem 2020 nomination. They need to step it up & whoever is more radical wins.The good news; Kavanaugh is a shoo-in.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #SCOTUS ",0
"Bitch said systematic rape is real, I know most of twitter is retarded ",0
"@user Bitch we dont fw 12, thats you! Police ass hoe!! Run to grants real fast and brang yo ass ON💯💯 ",0
"So now the free-speech, Conservative hating Twitter is banning the use of the term #IllegalAliens. Lets make it trend! ",0
I am a whole other bitch when I'm speaking Spanish ,0
"On this day in 2001 extremist Al-Queda Muslims Islamic Terrorist blew up the Twin Towers, Sad. Keep @user safe from these extremist @user #BuildThatWall #POTUS let's not go backwards with @user @user @user @user @user let's move forward with @user @user @user #MAGA ",0
Trump is president so we cant talk about #IllegalAliens or else we will be called racists. #doublestandard ,0
He's an asshole anyway. He's in the army and sees everyone else as being far below him. He's so full of himself and he's an unfunny cunt. ,0
How building a wall REALLY changes our border.#Immigration#Immigrants #border #cage#BuildThatWall #BuildTheWall#kidsInCages ,0
"23. Use a combination of the following phrases at least three dozens times a day on social media: cuck, soy, soyboy, SJW, beta male, mangina, snowflake, libtard, MAGA, 14/88, deus vult, dindu, rapefugee, kek. #Tradlife ",0
"There's so much other shit that can go wrong in a relationship, I don't have time to bitch over you liking pics. I'm liking them hoes too. ",0
@user @user This is an extremely important issue and a winning issue for the President! Stop listening to your good people because they dont care about you Mr President or this country! They wont even be re-elected!! #BuildThatWall NOW!!! #MAGA ,0
So I'm thinking my alarm didn't go off this morning and whole time I set that bitch for 6:00pm ,0
"Fists fly, and so does a megaphone, as rapefugee crisis inflames local politics in Dhimmi Toronto area ",0
"#Republicans can keep there majority if they run on #Trumps agenda, #BuildThatWall, grow the economy, law and order and #MAGA . If your a RINO and run away from #TrumpSupporters you desrve to lose ",0
"@user Ian Connor raped that bitch too, stay woke ",0
"Apart from the cute ""building skyscrapers to reunite with balloons"" part this bitch is Cray Cray. ",0
#StopTheInvasion democrat citizens should rise up and say no more republicans cant win alone. ,0
@user @user For every social security number that was sold there is an American victim. #BuildThatWall @user @user ,0
@user if there were a female 007 SJW's would bitch about portraying violence against women. ,0
@user Bitch you never reply hoe I'm fixing to go knock your front door in and drag you out to eat or someth… ,0
My mom called me a shoe whore and it's true </3 lol ,0
Bitch cunt dick ,0
let me clear things out. rape could happen to anyone bitch and everyone is a fucking potential rapist ,0
The shoes are cheap they 70 but the website that sells and ships to me is selling them for like 139 so I’m just like BITCH ,0
You wanted to leave me now you stuck with money hungry stuck up hoes good luck finding a faithful loving bitch like me 😇 ,0
3 to 1! BOARD OF SUPERVISORS Pima County AZ REJECTS $1 Million in Border SECURITY GRANT MONEY FOR Sheriffs Department GONE! HEY @user USE THE MONEY TO #BuildThatWall ~WE REALLY HAVE TO DISCERN AND RESEARCH WHO WERE VOTING FOR~#VoteRed2018 ,0
"@user So you're telling me you dont enjoy constant use of the words bitch, yeaaaaaa, fook, egypt, hoe, or even peanut head? 😂 ",0
toe up ass hoe stop worrying bout me and get them roaches out yo baby bed punk bitch🗣️you wan me clean yo house for you?? ,0
whoever's going down to smoke secretly can you please lock the front door i keep getting blamed for keeping it unlocked bitch wtf ,0
"flashback to freshman year 😂😂😂 & to whoever still has this video, youza creep ass bitch😂 ",0
#BuildTheWall #TravelBan make it permanent! #NoWelfareForIllegals #NoDACA #Deport #WalkAway ,0
Ronnie is a fucnign cunt asshole bithc I want him to get knocked out ,0
"Baby you deserve the better things.Let me show it, prove it. What these other hoes ain't doing. Let a real bitch do it, like I can ",0
The Media is Lying about Chemnitz | Declinist Books Surge in Sales via @user #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength #germany #Chemnitz ,0
@user My question is how do you resettle a refugee and why refugees go home when their country is at peace again illegal migrants don't.just because obummer allowed it doesn't mean it was legal ,0
@user @user @user thanks for allowing violent foreign men to walk among us & threaten us because of @user law/court system favours them over decent law abiding people. Civil war is looming in this country as you do nothing to help or protect the people. #SendThemBack ,0
"Woah I heard ""someone"" was disappointed about the bts puma shoes.. ok but bitch wut? ",0
@user #JustDoIt President Trump 63 Million of US Stand with YouWe only #TakeAKnee before #GOD not NFL Kaepernick or nike#BuildThatWall #Healthcare #MAGA #GODBLESSTHEUSA #SundayMotivation ,0
